REF_DATE,Sex,Age group,VALUE
1980,Females,59 years,44335
1981,Females,59 years,45686
1982,Females,59 years,45820
1983,Females,59 years,47144
1984,Females,59 years,47383
1985,Females,59 years,47696
1986,Females,59 years,46275
1987,Females,59 years,46880
1988,Females,59 years,45852
1989,Females,59 years,47426
1990,Females,59 years,47910
1991,Females,59 years,47084
1992,Females,59 years,47026
1993,Females,59 years,45739
1994,Females,59 years,47044
1995,Females,59 years,48249
1996,Females,59 years,47859
1997,Females,59 years,49238
1998,Females,59 years,50758
1999,Females,59 years,51077
2000,Females,59 years,53131
2001,Females,59 years,55379
2002,Females,59 years,59283
2003,Females,59 years,60929
2004,Females,59 years,61550
2005,Females,59 years,65360
2006,Females,59 years,79561
2007,Females,59 years,78836
2008,Females,59 years,78017
2009,Females,59 years,79655
2010,Females,59 years,80935
2011,Females,59 years,82759
2012,Females,59 years,86163
2013,Females,59 years,89877
2014,Females,59 years,93503
2015,Females,59 years,93993
2016,Females,59 years,96924
2017,Females,59 years,98654
2018,Females,59 years,100909
2019,Females,59 years,104350
2020,Females,59 years,106655
2021,Females,59 years,106230
1971,Females,60 years,31134
1972,Females,60 years,32668
1973,Females,60 years,33519
1974,Females,60 years,34750
1975,Females,60 years,35917
1976,Females,60 years,34656
1977,Females,60 years,34727
1978,Females,60 years,33963
1979,Females,60 years,35980
1980,Females,60 years,42138
1981,Females,60 years,44333
1982,Females,60 years,45636
1983,Females,60 years,45665
1984,Females,60 years,46986
1985,Females,60 years,47193
1986,Females,60 years,47458
1987,Females,60 years,46328
1988,Females,60 years,46902
1989,Females,60 years,45834
1990,Females,60 years,47444
1991,Females,60 years,47674
1992,Females,60 years,47044
1993,Females,60 years,47027
1994,Females,60 years,45810
1995,Females,60 years,47134
1996,Females,60 years,48069
1997,Females,60 years,47666
1998,Females,60 years,49023
1999,Females,60 years,50571
2000,Females,60 years,50899
2001,Females,60 years,53160
2002,Females,60 years,55512
2003,Females,60 years,59344
2004,Females,60 years,60968
2005,Females,60 years,61296
2006,Females,60 years,66081
2007,Females,60 years,79806
2008,Females,60 years,78823
2009,Females,60 years,77960
2010,Females,60 years,79567
2011,Females,60 years,80828
2012,Females,60 years,82528
2013,Females,60 years,86113
2014,Females,60 years,89621
2015,Females,60 years,93169
2016,Females,60 years,93893
2017,Females,60 years,96822
2018,Females,60 years,98413
2019,Females,60 years,100743
2020,Females,60 years,104116
2021,Females,60 years,106201
1971,Females,61 years,29326
1972,Females,61 years,31234
1973,Females,61 years,32600
1974,Females,61 years,33313
1975,Females,61 years,34446
1976,Females,61 years,35575
1977,Females,61 years,34692
1978,Females,61 years,34730
1979,Females,61 years,33794
1980,Females,61 years,35759
1981,Females,61 years,41848
1982,Females,61 years,44351
1983,Females,61 years,45581
1984,Females,61 years,45514
1985,Females,61 years,46781
1986,Females,61 years,47016
1987,Females,61 years,47568
1988,Females,61 years,46241
1989,Females,61 years,46833
1990,Females,61 years,45696
1991,Females,61 years,47052
1992,Females,61 years,47802
1993,Females,61 years,46961
1994,Females,61 years,47044
1995,Females,61 years,45793
1996,Females,61 years,47051
1997,Females,61 years,47935
1998,Females,61 years,47436
1999,Females,61 years,48733
2000,Females,61 years,50406
2001,Females,61 years,50903
2002,Females,61 years,53277
2003,Females,61 years,55526
2004,Females,61 years,59363
2005,Females,61 years,60764
2006,Females,61 years,61552
2007,Females,61 years,65840
2008,Females,61 years,80077
2009,Females,61 years,78839
2010,Females,61 years,77914
2011,Females,61 years,79413
2012,Females,61 years,80500
2013,Females,61 years,82474
2014,Females,61 years,85898
2015,Females,61 years,89226
2016,Females,61 years,92541
2017,Females,61 years,93757
2018,Females,61 years,96610
2019,Females,61 years,98280
2020,Females,61 years,100505
2021,Females,61 years,103654
1971,Females,62 years,29319
1972,Females,62 years,29252
1973,Females,62 years,31278
1974,Females,62 years,32519
1975,Females,62 years,33028
1976,Females,62 years,34184
1977,Females,62 years,35666
1978,Females,62 years,34712
1979,Females,62 years,34589
1980,Females,62 years,33537
1981,Females,62 years,35703
1982,Females,62 years,41863
1983,Females,62 years,44333
1984,Females,62 years,45476
1985,Females,62 years,45247
1986,Females,62 years,46517
1987,Females,62 years,47038
1988,Females,62 years,47545
1989,Females,62 years,46173
1990,Females,62 years,46679
1991,Females,62 years,45409
1992,Females,62 years,47045
1993,Females,62 years,47744
1994,Females,62 years,46890
1995,Females,62 years,46965
1996,Females,62 years,45904
1997,Females,62 years,46864
1998,Females,62 years,47765
1999,Females,62 years,47148
2000,Females,62 years,48516
2001,Females,62 years,50225
2002,Females,62 years,50970
2003,Females,62 years,53271
2004,Females,62 years,55473
2005,Females,62 years,59162
2006,Females,62 years,60622
2007,Females,62 years,61321
2008,Females,62 years,65677
2009,Females,62 years,80365
2010,Females,62 years,78816
2011,Females,62 years,78090
2012,Females,62 years,79061
2013,Females,62 years,80357
2014,Females,62 years,82176
2015,Females,62 years,85495
2016,Females,62 years,88938
2017,Females,62 years,92431
2018,Females,62 years,93567
2019,Females,62 years,96467
2020,Females,62 years,98047
2021,Females,62 years,100087
1971,Females,63 years,28290
1972,Females,63 years,29248
1973,Females,63 years,29111
1974,Females,63 years,31290
1975,Females,63 years,32410
1976,Females,63 years,32878
1977,Females,63 years,34162
1978,Females,63 years,35680
1979,Females,63 years,34544
1980,Females,63 years,34432
1981,Females,63 years,33451
1982,Females,63 years,35581
1983,Females,63 years,41850
1984,Females,63 years,44305
1985,Females,63 years,45312
1986,Females,63 years,45034
1987,Females,63 years,46596
1988,Females,63 years,46909
1989,Females,63 years,47569
1990,Females,63 years,45955
1991,Females,63 years,46373
1992,Females,63 years,45367
1993,Females,63 years,47048
1994,Females,63 years,47737
1995,Females,63 years,46709
1996,Females,63 years,46707
1997,Females,63 years,45633
1998,Females,63 years,46630
1999,Females,63 years,47560
2000,Females,63 years,46882
2001,Females,63 years,48410
2002,Females,63 years,50207
2003,Females,63 years,50884
2004,Females,63 years,53295
2005,Females,63 years,55269
2006,Females,63 years,58893
2007,Females,63 years,60453
2008,Females,63 years,61135
2009,Females,63 years,65431
2010,Females,63 years,80613
2011,Females,63 years,78654
2012,Females,63 years,77682
2013,Females,63 years,78950
2014,Females,63 years,80052
2015,Females,63 years,81765
2016,Females,63 years,85168
2017,Females,63 years,88780
2018,Females,63 years,92218
2019,Females,63 years,93389
2020,Females,63 years,96176
2021,Females,63 years,97586
1971,Females,64 years,27271
1972,Females,64 years,28157
1973,Females,64 years,29104
1974,Females,64 years,28951
1975,Females,64 years,31332
1976,Females,64 years,32319
1977,Females,64 years,32857
1978,Females,64 years,34148
1979,Females,64 years,35566
1980,Females,64 years,34447
1981,Females,64 years,34249
1982,Females,64 years,33307
1983,Females,64 years,35470
1984,Females,64 years,41801
1985,Females,64 years,44133
1986,Females,64 years,44995
1987,Females,64 years,45038
1988,Females,64 years,46503
1989,Females,64 years,46832
1990,Females,64 years,47320
1991,Females,64 years,45735
1992,Females,64 years,46203
1993,Females,64 years,45180
1994,Females,64 years,46936
1995,Females,64 years,47602
1996,Females,64 years,46452
1997,Females,64 years,46530
1998,Females,64 years,45298
1999,Females,64 years,46303
2000,Females,64 years,47312
2001,Females,64 years,46848
2002,Females,64 years,48311
2003,Females,64 years,50123
2004,Females,64 years,50732
2005,Females,64 years,53113
2006,Females,64 years,55280
2007,Females,64 years,58661
2008,Females,64 years,60308
2009,Females,64 years,60938
2010,Females,64 years,65155
2011,Females,64 years,79053
2012,Females,64 years,78262
2013,Females,64 years,77510
2014,Females,64 years,78593
2015,Females,64 years,79551
2016,Females,64 years,81591
2017,Females,64 years,85026
2018,Females,64 years,88510
2019,Females,64 years,92016
2020,Females,64 years,93067
2021,Females,64 years,95639
1971,Females,65 years,26731
1972,Females,65 years,27018
1973,Females,65 years,27968
1974,Females,65 years,28898
1975,Females,65 years,28763
1976,Females,65 years,31322
1977,Females,65 years,32002
1978,Females,65 years,32790
1979,Females,65 years,33987
1980,Females,65 years,35436
1981,Females,65 years,34250
1982,Females,65 years,34099
1983,Females,65 years,33176
1984,Females,65 years,35295
1985,Females,65 years,41624
1986,Females,65 years,43846
1987,Females,65 years,44989
1988,Females,65 years,44901
1989,Females,65 years,46508
1990,Females,65 years,46726
1991,Females,65 years,46890
1992,Females,65 years,45481
1993,Females,65 years,45922
1994,Females,65 years,44880
1995,Females,65 years,46675
1996,Females,65 years,47255
1997,Females,65 years,46143
1998,Females,65 years,46244
1999,Females,65 years,44921
2000,Females,65 years,45973
2001,Females,65 years,46990
2002,Females,65 years,46763
2003,Females,65 years,48120
2004,Females,65 years,49966
2005,Females,65 years,50401
2006,Females,65 years,52967
2007,Females,65 years,54966
2008,Females,65 years,58476
2009,Females,65 years,60099
2010,Females,65 years,60692
2011,Females,65 years,65775
2012,Females,65 years,78930
2013,Females,65 years,78179
2014,Females,65 years,77052
2015,Females,65 years,78052
2016,Females,65 years,79176
2017,Females,65 years,81340
2018,Females,65 years,84659
2019,Females,65 years,88311
2020,Females,65 years,91629
2021,Females,65 years,92501
1971,Females,66 years,25945
1972,Females,66 years,26391
1973,Females,66 years,26735
1974,Females,66 years,27715
1975,Females,66 years,28683
1976,Females,66 years,28725
1977,Females,66 years,31012
1978,Females,66 years,31616
1979,Females,66 years,32604
1980,Females,66 years,33923
1981,Females,66 years,35123
1982,Females,66 years,34000
1983,Females,66 years,33879
1984,Females,66 years,32967
1985,Females,66 years,35032
1986,Females,66 years,41162
1987,Females,66 years,43718
1988,Females,66 years,44786
1989,Females,66 years,44832
1990,Females,66 years,46353
1991,Females,66 years,46317
1992,Females,66 years,46602
1993,Females,66 years,45138
1994,Females,66 years,45525
1995,Females,66 years,44483
1996,Females,66 years,46276
1997,Females,66 years,46938
1998,Females,66 years,45824
1999,Females,66 years,45864
2000,Females,66 years,44471
2001,Females,66 years,45690
2002,Females,66 years,46822
2003,Females,66 years,46510
2004,Females,66 years,47932
2005,Females,66 years,49630
2006,Females,66 years,50344
2007,Females,66 years,52679
2008,Females,66 years,54660
2009,Females,66 years,58197
2010,Females,66 years,59868
2011,Females,66 years,60662
2012,Females,66 years,65061
2013,Females,66 years,79015
2014,Females,66 years,77785
2015,Females,66 years,76476
2016,Females,66 years,77613
2017,Females,66 years,78935
2018,Females,66 years,80937
2019,Females,66 years,84299
2020,Females,66 years,87872
2021,Females,66 years,90978
1971,Females,67 years,24593
1972,Females,67 years,25590
1973,Females,67 years,26020
1974,Females,67 years,26407
1975,Females,67 years,27436
1976,Females,67 years,28394
1977,Females,67 years,28553
1978,Females,67 years,30681
1979,Females,67 years,31152
1980,Females,67 years,32474
1981,Females,67 years,33722
1982,Females,67 years,34806
1983,Females,67 years,33686
1984,Females,67 years,33588
1985,Females,67 years,32687
1986,Females,67 years,34945
1987,Females,67 years,40895
1988,Females,67 years,43401
1989,Females,67 years,44570
1990,Females,67 years,44511
1991,Females,67 years,45824
1992,Females,67 years,45936
1993,Females,67 years,46268
1994,Females,67 years,44665
1995,Females,67 years,45106
1996,Females,67 years,44339
1997,Females,67 years,45857
1998,Females,67 years,46508
1999,Females,67 years,45369
2000,Females,67 years,45408
2001,Females,67 years,44290
2002,Females,67 years,45527
2003,Females,67 years,46541
2004,Females,67 years,46244
2005,Females,67 years,47533
2006,Females,67 years,49296
2007,Females,67 years,50111
2008,Females,67 years,52374
2009,Females,67 years,54282
2010,Females,67 years,57909
2011,Females,67 years,59415
2012,Females,67 years,60096
2013,Females,67 years,64591
2014,Females,67 years,78791
2015,Females,67 years,77254
2016,Females,67 years,76118
2017,Females,67 years,77294
2018,Females,67 years,78481
2019,Females,67 years,80588
2020,Females,67 years,83801
2021,Females,67 years,87177
1971,Females,68 years,23500
1972,Females,68 years,24207
1973,Females,68 years,25211
1974,Females,68 years,25572
1975,Females,68 years,26050
1976,Females,68 years,27139
1977,Females,68 years,28132
1978,Females,68 years,28284
1979,Females,68 years,30278
1980,Females,68 years,30679
1981,Females,68 years,32229
1982,Females,68 years,33294
1983,Females,68 years,34475
1984,Females,68 years,33349
1985,Females,68 years,33245
1986,Females,68 years,32490
1987,Females,68 years,34695
1988,Females,68 years,40553
1989,Females,68 years,43154
1990,Females,68 years,44251
1991,Females,68 years,44142
1992,Females,68 years,45403
1993,Females,68 years,45526
1994,Females,68 years,45788
1995,Females,68 years,44117
1996,Females,68 years,44458
1997,Females,68 years,43871
1998,Females,68 years,45333
1999,Females,68 years,46080
2000,Females,68 years,44826
2001,Females,68 years,44918
2002,Females,68 years,43964
2003,Females,68 years,45281
2004,Females,68 years,46276
2005,Females,68 years,45777
2006,Females,68 years,47242
2007,Females,68 years,49074
2008,Females,68 years,49876
2009,Females,68 years,52022
2010,Females,68 years,53908
2011,Females,68 years,57250
2012,Females,68 years,58931
2013,Females,68 years,59682
2014,Females,68 years,63925
2015,Females,68 years,78392
2016,Females,68 years,76610
2017,Females,68 years,75718
2018,Females,68 years,76834
2019,Females,68 years,78056
2020,Females,68 years,80075
2021,Females,68 years,83094
1971,Females,69 years,21998
1972,Females,69 years,23107
1973,Females,69 years,23811
1974,Females,69 years,24739
1975,Females,69 years,25152
1976,Females,69 years,25682
1977,Females,69 years,26844
1978,Females,69 years,27844
1979,Females,69 years,28006
1980,Females,69 years,29790
1981,Females,69 years,30044
1982,Females,69 years,31799
1983,Females,69 years,32847
1984,Females,69 years,34039
1985,Females,69 years,32894
1986,Females,69 years,32794
1987,Females,69 years,32151
1988,Females,69 years,34260
1989,Females,69 years,40168
1990,Females,69 years,42697
1991,Females,69 years,43629
1992,Females,69 years,43563
1993,Females,69 years,44769
1994,Females,69 years,44884
1995,Females,69 years,45187
1996,Females,69 years,43688
1997,Females,69 years,43954
1998,Females,69 years,43329
1999,Females,69 years,44768
2000,Females,69 years,45449
2001,Females,69 years,44479
2002,Females,69 years,44555
2003,Females,69 years,43579
2004,Females,69 years,44990
2005,Females,69 years,45814
2006,Females,69 years,45616
2007,Females,69 years,46885
2008,Females,69 years,48807
2009,Females,69 years,49590
2010,Females,69 years,51689
2011,Females,69 years,53555
2012,Females,69 years,56841
2013,Females,69 years,58596
2014,Females,69 years,59117
2015,Females,69 years,62946
2016,Females,69 years,76387
2017,Females,69 years,76170
2018,Females,69 years,75186
2019,Females,69 years,76372
2020,Females,69 years,77473
2021,Females,69 years,79329
1971,Females,70 years,21276
1972,Females,70 years,21614
1973,Females,70 years,22672
1974,Females,70 years,23348
1975,Females,70 years,24280
1976,Females,70 years,24690
1977,Females,70 years,25322
1978,Females,70 years,26467
1979,Females,70 years,27544
1980,Females,70 years,27648
1981,Females,70 years,29082
1982,Females,70 years,29581
1983,Females,70 years,31283
1984,Females,70 years,32377
1985,Females,70 years,33493
1986,Females,70 years,32451
1987,Females,70 years,32398
1988,Females,70 years,31649
1989,Females,70 years,33821
1990,Females,70 years,39774
1991,Females,70 years,41970
1992,Females,70 years,43011
1993,Females,70 years,42930
1994,Females,70 years,44056
1995,Females,70 years,44141
1996,Females,70 years,44318
1997,Females,70 years,43044
1998,Females,70 years,43395
1999,Females,70 years,42681
2000,Females,70 years,44112
2001,Females,70 years,44684
2002,Females,70 years,44013
2003,Females,70 years,44114
2004,Females,70 years,43133
2005,Females,70 years,44541
2006,Females,70 years,45226
2007,Females,70 years,45162
2008,Females,70 years,46539
2009,Females,70 years,48514
2010,Females,70 years,49270
2011,Females,70 years,51177
2012,Females,70 years,52946
2013,Females,70 years,56466
2014,Females,70 years,58059
2015,Females,70 years,58324
2016,Females,70 years,62960
2017,Females,70 years,75838
2018,Females,70 years,75517
2019,Females,70 years,74628
2020,Females,70 years,75678
2021,Females,70 years,76675
1971,Females,71 years,20611
1972,Females,71 years,21017
1973,Females,71 years,21147
1974,Females,71 years,22218
1975,Females,71 years,22852
1976,Females,71 years,23752
1977,Females,71 years,24376
1978,Females,71 years,24930
1979,Females,71 years,26034
1980,Females,71 years,27116
1981,Females,71 years,27326
1982,Females,71 years,28562
1983,Females,71 years,29113
1984,Females,71 years,30741
1985,Females,71 years,31766
1986,Females,71 years,32802
1987,Females,71 years,31970
1988,Females,71 years,31897
1989,Females,71 years,31257
1990,Females,71 years,33224
1991,Females,71 years,38866
1992,Females,71 years,41213
1993,Females,71 years,42182
1994,Females,71 years,42182
1995,Females,71 years,43264
1996,Females,71 years,43367
1997,Females,71 years,43597
1998,Females,71 years,42287
1999,Females,71 years,42761
2000,Females,71 years,42007
2001,Females,71 years,43406
2002,Females,71 years,44165
2003,Females,71 years,43502
2004,Females,71 years,43637
2005,Females,71 years,42486
2006,Females,71 years,44108
2007,Females,71 years,44734
2008,Females,71 years,44703
2009,Females,71 years,46164
2010,Females,71 years,48194
2011,Females,71 years,48991
2012,Females,71 years,50549
2013,Females,71 years,52467
2014,Females,71 years,55922
2015,Females,71 years,57301
2016,Females,71 years,57942
2017,Females,71 years,62448
2018,Females,71 years,75085
2019,Females,71 years,74835
2020,Females,71 years,73890
2021,Females,71 years,74810
1971,Females,72 years,19448
1972,Females,72 years,20210
1973,Females,72 years,20643
1974,Females,72 years,20673
1975,Females,72 years,21706
1976,Females,72 years,22336
1977,Females,72 years,23368
1978,Females,72 years,23960
1979,Females,72 years,24458
1980,Females,72 years,25533
1981,Females,72 years,26514
1982,Females,72 years,26773
1983,Females,72 years,27983
1984,Females,72 years,28539
1985,Females,72 years,30056
1986,Females,72 years,31151
1987,Females,72 years,32282
1988,Females,72 years,31390
1989,Females,72 years,31362
1990,Females,72 years,30692
1991,Females,72 years,32681
1992,Females,72 years,38137
1993,Females,72 years,40427
1994,Females,72 years,41290
1995,Females,72 years,41335
1996,Females,72 years,42341
1997,Females,72 years,42505
1998,Females,72 years,42793
1999,Females,72 years,41533
2000,Females,72 years,42048
2001,Females,72 years,41532
2002,Females,72 years,42842
2003,Females,72 years,43583
2004,Females,72 years,42934
2005,Females,72 years,43041
2006,Females,72 years,42093
2007,Females,72 years,43463
2008,Females,72 years,44286
2009,Females,72 years,44136
2010,Females,72 years,45689
2011,Females,72 years,47646
2012,Females,72 years,48324
2013,Females,72 years,50048
2014,Females,72 years,51744
2015,Females,72 years,55176
2016,Females,72 years,56429
2017,Females,72 years,57412
2018,Females,72 years,61773
2019,Females,72 years,74338
2020,Females,72 years,74023
2021,Females,72 years,73015
1971,Females,73 years,18674
1972,Females,73 years,19005
1973,Females,73 years,19708
1974,Females,73 years,20249
1975,Females,73 years,20147
1976,Females,73 years,21146
1977,Females,73 years,21902
1978,Females,73 years,22855
1979,Females,73 years,23467
1980,Females,73 years,23868
1981,Females,73 years,24955
1982,Females,73 years,25956
1983,Females,73 years,26208
1984,Females,73 years,27368
1985,Females,73 years,27931
1986,Females,73 years,29365
1987,Females,73 years,30605
1988,Females,73 years,31622
1989,Females,73 years,30833
1990,Females,73 years,30737
1991,Females,73 years,30139
1992,Females,73 years,31950
1993,Females,73 years,37257
1994,Females,73 years,39442
1995,Females,73 years,40320
1996,Females,73 years,40553
1997,Females,73 years,41501
1998,Females,73 years,41639
1999,Females,73 years,41913
2000,Females,73 years,40725
2001,Females,73 years,41199
2002,Females,73 years,40827
2003,Females,73 years,42171
2004,Females,73 years,42916
2005,Females,73 years,42196
2006,Females,73 years,42290
2007,Females,73 years,41354
2008,Females,73 years,42827
2009,Females,73 years,43711
2010,Females,73 years,43574
2011,Females,73 years,45220
2012,Females,73 years,46891
2013,Females,73 years,47735
2014,Females,73 years,49284
2015,Females,73 years,50888
2016,Females,73 years,54188
2017,Females,73 years,55789
2018,Females,73 years,56781
2019,Females,73 years,61040
2020,Females,73 years,73404
2021,Females,73 years,73028
1971,Females,74 years,17839
1972,Females,74 years,18083
1973,Females,74 years,18477
1974,Females,74 years,19193
1975,Females,74 years,19797
1976,Females,74 years,19612
1977,Females,74 years,20581
1978,Females,74 years,21379
1979,Females,74 years,22322
1980,Females,74 years,22931
1981,Females,74 years,23318
1982,Females,74 years,24308
1983,Females,74 years,25280
1984,Females,74 years,25573
1985,Females,74 years,26643
1986,Females,74 years,27283
1987,Females,74 years,28735
1988,Females,74 years,29892
1989,Females,74 years,31033
1990,Females,74 years,30131
1991,Females,74 years,29913
1992,Females,74 years,29318
1993,Females,74 years,31084
1994,Females,74 years,36316
1995,Females,74 years,38392
1996,Females,74 years,39238
1997,Females,74 years,39622
1998,Females,74 years,40503
1999,Females,74 years,40667
2000,Females,74 years,40936
2001,Females,74 years,39968
2002,Females,74 years,40508
2003,Females,74 years,40036
2004,Females,74 years,41409
2005,Females,74 years,42068
2006,Females,74 years,41476
2007,Females,74 years,41578
2008,Females,74 years,40685
2009,Females,74 years,42128
2010,Females,74 years,43099
2011,Females,74 years,43036
2012,Females,74 years,44469
2013,Females,74 years,46194
2014,Females,74 years,46917
2015,Females,74 years,48343
2016,Females,74 years,50126
2017,Females,74 years,53373
2018,Females,74 years,55023
2019,Females,74 years,56124
2020,Females,74 years,60140
2021,Females,74 years,72352
1971,Females,75 years,16917
1972,Females,75 years,17213
1973,Females,75 years,17398
1974,Females,75 years,17890
1975,Females,75 years,18581
1976,Females,75 years,19295
1977,Females,75 years,19031
1978,Females,75 years,19982
1979,Females,75 years,20807
1980,Females,75 years,21729
1981,Females,75 years,22284
1982,Females,75 years,22684
1983,Females,75 years,23621
1984,Females,75 years,24582
1985,Females,75 years,24855
1986,Females,75 years,25851
1987,Females,75 years,26626
1988,Females,75 years,27997
1989,Females,75 years,29200
1990,Females,75 years,30330
1991,Females,75 years,29254
1992,Females,75 years,29138
1993,Females,75 years,28449
1994,Females,75 years,30186
1995,Females,75 years,35286
1996,Females,75 years,37146
1997,Females,75 years,38267
1998,Females,75 years,38593
1999,Females,75 years,39466
2000,Females,75 years,39572
2001,Females,75 years,39838
2002,Females,75 years,39170
2003,Females,75 years,39706
2004,Females,75 years,39218
2005,Females,75 years,40600
2006,Females,75 years,41145
2007,Females,75 years,40619
2008,Females,75 years,40765
2009,Females,75 years,39871
2010,Females,75 years,41364
2011,Females,75 years,42315
2012,Females,75 years,42202
2013,Females,75 years,43671
2014,Females,75 years,45368
2015,Females,75 years,45953
2016,Females,75 years,47498
2017,Females,75 years,49388
2018,Females,75 years,52502
2019,Females,75 years,54195
2020,Females,75 years,55220
2021,Females,75 years,59094
1971,Females,76 years,15642
1972,Females,76 years,16236
1973,Females,76 years,16505
1974,Females,76 years,16650
1975,Females,76 years,17222
1976,Females,76 years,17937
1977,Females,76 years,18635
1978,Females,76 years,18388
1979,Females,76 years,19378
1980,Females,76 years,20147
1981,Females,76 years,21052
1982,Females,76 years,21623
1983,Females,76 years,21985
1984,Females,76 years,22913
1985,Females,76 years,23840
1986,Females,76 years,24098
1987,Females,76 years,25191
1988,Females,76 years,25758
1989,Females,76 years,27240
1990,Females,76 years,28386
1991,Females,76 years,29238
1992,Females,76 years,28371
1993,Females,76 years,28228
1994,Females,76 years,27471
1995,Females,76 years,29263
1996,Females,76 years,33961
1997,Females,76 years,36087
1998,Females,76 years,37177
1999,Females,76 years,37454
2000,Females,76 years,38401
2001,Females,76 years,38449
2002,Females,76 years,38934
2003,Females,76 years,38225
2004,Females,76 years,38825
2005,Females,76 years,38273
2006,Females,76 years,39676
2007,Females,76 years,40310
2008,Females,76 years,39780
2009,Females,76 years,39886
2010,Females,76 years,39080
2011,Females,76 years,40382
2012,Females,76 years,41401
2013,Females,76 years,41288
2014,Females,76 years,42771
2015,Females,76 years,44351
2016,Females,76 years,45024
2017,Females,76 years,46752
2018,Females,76 years,48483
2019,Females,76 years,51698
2020,Females,76 years,53239
2021,Females,76 years,54221
1971,Females,77 years,14500
1972,Females,77 years,14944
1973,Females,77 years,15497
1974,Females,77 years,15772
1975,Females,77 years,15851
1976,Females,77 years,16572
1977,Females,77 years,17206
1978,Females,77 years,17933
1979,Females,77 years,17726
1980,Females,77 years,18688
1981,Females,77 years,19530
1982,Females,77 years,20317
1983,Females,77 years,20853
1984,Females,77 years,21177
1985,Females,77 years,22023
1986,Females,77 years,22972
1987,Females,77 years,23370
1988,Females,77 years,24403
1989,Females,77 years,25010
1990,Females,77 years,26324
1991,Females,77 years,27335
1992,Females,77 years,28280
1993,Females,77 years,27333
1994,Females,77 years,27202
1995,Females,77 years,26447
1996,Females,77 years,28600
1997,Females,77 years,32867
1998,Females,77 years,34970
1999,Females,77 years,36018
2000,Females,77 years,36264
2001,Females,77 years,37236
2002,Females,77 years,37562
2003,Females,77 years,38020
2004,Females,77 years,37254
2005,Females,77 years,37836
2006,Females,77 years,37404
2007,Females,77 years,38620
2008,Females,77 years,39384
2009,Females,77 years,38771
2010,Females,77 years,38991
2011,Females,77 years,38364
2012,Females,77 years,39464
2013,Females,77 years,40465
2014,Females,77 years,40202
2015,Females,77 years,41660
2016,Females,77 years,43143
2017,Females,77 years,44199
2018,Females,77 years,45848
2019,Females,77 years,47563
2020,Females,77 years,50702
2021,Females,77 years,52170
1971,Females,78 years,13445
1972,Females,78 years,13801
1973,Females,78 years,14188
1974,Females,78 years,14733
1975,Females,78 years,14990
1976,Females,78 years,15030
1977,Females,78 years,15906
1978,Females,78 years,16473
1979,Females,78 years,17232
1980,Females,78 years,16961
1981,Females,78 years,17929
1982,Females,78 years,18786
1983,Females,78 years,19494
1984,Females,78 years,20089
1985,Females,78 years,20334
1986,Females,78 years,21157
1987,Females,78 years,22159
1988,Females,78 years,22499
1989,Females,78 years,23593
1990,Females,78 years,24130
1991,Females,78 years,25213
1992,Females,78 years,26377
1993,Females,78 years,27303
1994,Females,78 years,26231
1995,Females,78 years,26159
1996,Females,78 years,25651
1997,Females,78 years,27458
1998,Females,78 years,31749
1999,Females,78 years,33745
2000,Females,78 years,34675
2001,Females,78 years,35071
2002,Females,78 years,36262
2003,Females,78 years,36591
2004,Females,78 years,36907
2005,Females,78 years,36165
2006,Females,78 years,36643
2007,Females,78 years,36263
2008,Females,78 years,37550
2009,Females,78 years,38477
2010,Females,78 years,37808
2011,Females,78 years,37782
2012,Females,78 years,37332
2013,Females,78 years,38489
2014,Females,78 years,39421
2015,Females,78 years,39067
2016,Females,78 years,40622
2017,Females,78 years,42200
2018,Females,78 years,43260
2019,Females,78 years,44867
2020,Females,78 years,46539
2021,Females,78 years,49572
1971,Females,79 years,12239
1972,Females,79 years,12753
1973,Females,79 years,13026
1974,Females,79 years,13401
1975,Females,79 years,13912
1976,Females,79 years,14225
1977,Females,79 years,14400
1978,Females,79 years,15215
1979,Females,79 years,15753
1980,Females,79 years,16461
1981,Females,79 years,16197
1982,Females,79 years,17210
1983,Females,79 years,18018
1984,Females,79 years,18610
1985,Females,79 years,19170
1986,Females,79 years,19430
1987,Females,79 years,20352
1988,Females,79 years,21156
1989,Females,79 years,21605
1990,Females,79 years,22645
1991,Females,79 years,23084
1992,Females,79 years,24176
1993,Females,79 years,25269
1994,Females,79 years,26132
1995,Females,79 years,25073
1996,Females,79 years,24973
1997,Females,79 years,24594
1998,Females,79 years,26330
1999,Females,79 years,30554
2000,Females,79 years,32482
2001,Females,79 years,33325
2002,Females,79 years,33993
2003,Females,79 years,35169
2004,Females,79 years,35490
2005,Females,79 years,35716
2006,Females,79 years,35051
2007,Females,79 years,35544
2008,Females,79 years,35123
2009,Females,79 years,36441
2010,Females,79 years,37406
2011,Females,79 years,36706
2012,Females,79 years,36644
2013,Females,79 years,36205
2014,Females,79 years,37429
2015,Females,79 years,38263
2016,Females,79 years,38018
2017,Females,79 years,39660
2018,Females,79 years,41130
2019,Females,79 years,42229
2020,Females,79 years,43764
2021,Females,79 years,45356
1971,Females,80 years,11105
1972,Females,80 years,11547
1973,Females,80 years,12027
1974,Females,80 years,12221
1975,Females,80 years,12580
1976,Females,80 years,13081
1977,Females,80 years,13548
1978,Females,80 years,13717
1979,Females,80 years,14461
1980,Females,80 years,14952
1981,Females,80 years,15573
1982,Females,80 years,15448
1983,Females,80 years,16372
